[INFO ] 2018-05-22 11:37:57,758 -- WorkingPath: /Users/igorsantana/Projects/v2-tcc-pesquisa/datasets/CARSKit.Workspace/
[INFO ] 2018-05-22 11:37:57,770 -- Your original rating data path: /Users/igorsantana/Projects/v2-tcc-pesquisa/datasets/reduzido.csv
[INFO ] 2018-05-22 11:37:57,771 -- Current working path: /Users/igorsantana/Projects/v2-tcc-pesquisa/datasets/CARSKit.Workspace/
[WARN ] 2018-05-22 11:37:57,775 -- You rating data is in Compact format. CARSKit is working on transformation on the data format...
[INFO ] 2018-05-22 11:37:58,066 -- Data transformaton completed (from Compact to Binary format). See new rating file: /Users/igorsantana/Projects/v2-tcc-pesquisa/datasets/CARSKit.Workspace/ratings_binary.txt
[INFO ] 2018-05-22 11:37:58,090 -- Dataset: ...ARSKit.Workspace/ratings_binary.txt
[INFO ] 2018-05-22 11:37:58,093 -- DataPath: /Users/igorsantana/Projects/v2-tcc-pesquisa/datasets/CARSKit.Workspace/ratings_binary.txt
[INFO ] 2018-05-22 11:37:58,619 -- Rating data set has been successfully loaded.
[INFO ] 2018-05-22 11:37:58,628 -- 
/***************************************************************************************************
 *
 * Dataset: /Users/igorsantana/Projects/v2-tcc-pesquisa/datasets/CARSKit.Workspace/ratings_binary.txt
 * 
 * Statistics of U-I-C Matrix:
 * User amount: 548
 * Item amount: 549
 * Rate amount: 607
 * Context dimensions: 2 (latitude, longitude)
 * Context conditions: 1096 (latitude: 548, longitude: 548)
 * Context situations: 547
 * Data density: 0.00000067185363493266%
 * Scale distribution: [2.0 x 61, 4.0 x 194, 1.0 x 33, 5.0 x 180, 3.0 x 139]
 * Average value of all ratings: 3.703460
 * Standard deviation of all ratings: 1.152765
 * Mode of all rating values: 4.000000
 * Median of all rating values: 4.000000
 *
 ***************************************************************************************************/
[INFO ] 2018-05-22 11:37:58,631 -- With Setup: cv -k 10 -p on --rand-seed 1 --test-view all
[DEBUG] 2018-05-22 11:37:58,640 -- Fold [1]: training amount: 546, test amount: 61
[DEBUG] 2018-05-22 11:37:58,647 -- Fold [2]: training amount: 546, test amount: 61
[DEBUG] 2018-05-22 11:37:58,662 -- Fold [3]: training amount: 546, test amount: 61
[DEBUG] 2018-05-22 11:37:58,679 -- Fold [4]: training amount: 547, test amount: 60
[DEBUG] 2018-05-22 11:37:58,699 -- Fold [5]: training amount: 546, test amount: 61
[DEBUG] 2018-05-22 11:37:58,728 -- Fold [6]: training amount: 546, test amount: 61
[DEBUG] 2018-05-22 11:37:58,756 -- Fold [7]: training amount: 547, test amount: 60
[DEBUG] 2018-05-22 11:37:58,840 -- Fold [8]: training amount: 546, test amount: 61
[DEBUG] 2018-05-22 11:37:58,847 -- Fold [9]: training amount: 546, test amount: 61
[DEBUG] 2018-05-22 11:37:58,850 -- Fold [10]: training amount: 547, test amount: 60
[DEBUG] 2018-05-22 11:38:27,156 -- BPR fold [4] iter 102: loss = 374.20798, delta_loss = -11.075175, learn_rate = 4.168815E-7
[DEBUG] 2018-05-22 11:38:27,164 -- BPR fold [6] iter 103: loss = 345.4723, delta_loss = -8.27535, learn_rate = 8.51293E-6
[DEBUG] 2018-05-22 11:38:27,173 -- BPR fold [3] iter 103: loss = 283.4283, delta_loss = 1.9514389, learn_rate = 3.476767E-4
[DEBUG] 2018-05-22 11:38:27,246 -- BPR fold [9] iter 104: loss = 306.37784, delta_loss = -3.9643118, learn_rate = 1.8771012E-5
[DEBUG] 2018-05-22 11:38:27,326 -- BPR fold [1] iter 104: loss = 359.0095, delta_loss = 7.1002035, learn_rate = 9.651849E-7
[DEBUG] 2018-05-22 11:38:27,336 -- BPR fold [2] iter 103: loss = 323.22833, delta_loss = 2.953693, learn_rate = 7.883825E-5
[DEBUG] 2018-05-22 11:38:27,355 -- BPR fold [7] iter 105: loss = 310.6079, delta_loss = -1.2495172, learn_rate = 9.385506E-6
[DEBUG] 2018-05-22 11:38:27,366 -- BPR fold [4] iter 103: loss = 366.38385, delta_loss = 7.824115, learn_rate = 2.0844075E-7
[DEBUG] 2018-05-22 11:38:27,380 -- BPR fold [5] iter 103: loss = 282.94226, delta_loss = 0.647896, learn_rate = 1.6556033E-4
[DEBUG] 2018-05-22 11:38:27,392 -- BPR fold [8] iter 104: loss = 310.59955, delta_loss = -3.6096725, learn_rate = 2.0268883E-6
[DEBUG] 2018-05-22 11:38:27,393 -- BPR fold [6] iter 104: loss = 337.95172, delta_loss = 7.520564, learn_rate = 4.256465E-6
[DEBUG] 2018-05-22 11:38:27,393 -- BPR fold [10] iter 102: loss = 360.89542, delta_loss = 4.8953524, learn_rate = 8.754511E-7
[DEBUG] 2018-05-22 11:38:27,417 -- BPR fold [3] iter 104: loss = 285.74796, delta_loss = -2.319644, learn_rate = 3.6506052E-4
[DEBUG] 2018-05-22 11:38:27,556 -- BPR fold [9] iter 105: loss = 303.98566, delta_loss = 2.392178, learn_rate = 9.385506E-6
[DEBUG] 2018-05-22 11:38:27,587 -- BPR fold [1] iter 105: loss = 368.7097, delta_loss = -9.700204, learn_rate = 1.0134441E-6
[DEBUG] 2018-05-22 11:38:27,592 -- BPR fold [2] iter 104: loss = 328.83426, delta_loss = -5.60593, learn_rate = 8.278016E-5
[DEBUG] 2018-05-22 11:38:27,609 -- BPR fold [5] iter 104: loss = 283.14188, delta_loss = -0.19961467, learn_rate = 1.7383834E-4
[DEBUG] 2018-05-22 11:38:27,626 -- BPR fold [7] iter 106: loss = 311.9777, delta_loss = -1.3697814, learn_rate = 4.692753E-6
[DEBUG] 2018-05-22 11:38:27,630 -- BPR fold [8] iter 105: loss = 311.73987, delta_loss = -1.1403071, learn_rate = 1.0134441E-6
[DEBUG] 2018-05-22 11:38:27,635 -- BPR fold [6] iter 105: loss = 336.50266, delta_loss = 1.4490491, learn_rate = 4.469289E-6
[DEBUG] 2018-05-22 11:38:27,642 -- BPR fold [4] iter 104: loss = 362.06448, delta_loss = 4.3193593, learn_rate = 2.1886278E-7
[DEBUG] 2018-05-22 11:38:27,646 -- BPR fold [10] iter 103: loss = 367.55582, delta_loss = -6.6603847, learn_rate = 9.192237E-7
[DEBUG] 2018-05-22 11:38:27,663 -- BPR fold [3] iter 105: loss = 287.08115, delta_loss = -1.3332111, learn_rate = 1.8253026E-4
[DEBUG] 2018-05-22 11:38:27,778 -- BPR fold [9] iter 106: loss = 302.20395, delta_loss = 1.781717, learn_rate = 9.854782E-6
[DEBUG] 2018-05-22 11:38:27,812 -- BPR fold [2] iter 105: loss = 323.86285, delta_loss = 4.971395, learn_rate = 4.139008E-5
[DEBUG] 2018-05-22 11:38:27,830 -- BPR fold [1] iter 106: loss = 366.84225, delta_loss = 1.867435, learn_rate = 5.067221E-7
[DEBUG] 2018-05-22 11:38:27,849 -- BPR fold [8] iter 106: loss = 311.97995, delta_loss = -0.24009535, learn_rate = 5.067221E-7
[DEBUG] 2018-05-22 11:38:27,854 -- BPR fold [5] iter 105: loss = 283.46698, delta_loss = -0.3250862, learn_rate = 8.691917E-5
[DEBUG] 2018-05-22 11:38:27,860 -- BPR fold [10] iter 104: loss = 367.3874, delta_loss = 0.16841266, learn_rate = 4.5961184E-7
[DEBUG] 2018-05-22 11:38:27,872 -- BPR fold [3] iter 106: loss = 284.34366, delta_loss = 2.7375054, learn_rate = 9.126513E-5
[DEBUG] 2018-05-22 11:38:27,875 -- BPR fold [4] iter 105: loss = 364.9283, delta_loss = -2.863825, learn_rate = 2.2980592E-7
[DEBUG] 2018-05-22 11:38:27,862 -- BPR fold [6] iter 106: loss = 336.21423, delta_loss = 0.28843635, learn_rate = 4.692753E-6
[DEBUG] 2018-05-22 11:38:27,886 -- BPR fold [7] iter 107: loss = 309.38058, delta_loss = 2.5970988, learn_rate = 2.3463765E-6
[DEBUG] 2018-05-22 11:38:27,983 -- BPR fold [9] iter 107: loss = 306.6141, delta_loss = -4.41015, learn_rate = 1.034752E-5
[DEBUG] 2018-05-22 11:38:28,008 -- BPR fold [1] iter 107: loss = 361.58392, delta_loss = 5.2583284, learn_rate = 5.3205815E-7
[DEBUG] 2018-05-22 11:38:28,024 -- BPR fold [2] iter 106: loss = 329.7049, delta_loss = -5.8420258, learn_rate = 4.3459586E-5
[DEBUG] 2018-05-22 11:38:28,048 -- BPR fold [5] iter 106: loss = 282.83115, delta_loss = 0.6358313, learn_rate = 4.3459586E-5
[DEBUG] 2018-05-22 11:38:28,055 -- BPR fold [8] iter 107: loss = 313.7171, delta_loss = -1.7371489, learn_rate = 2.5336104E-7
[DEBUG] 2018-05-22 11:38:28,061 -- BPR fold [10] iter 105: loss = 362.41754, delta_loss = 4.9698577, learn_rate = 4.8259244E-7
[DEBUG] 2018-05-22 11:38:28,065 -- BPR fold [7] iter 108: loss = 314.71268, delta_loss = -5.332082, learn_rate = 2.4636954E-6
[DEBUG] 2018-05-22 11:38:28,078 -- BPR fold [4] iter 106: loss = 365.38672, delta_loss = -0.45838636, learn_rate = 1.1490296E-7
[DEBUG] 2018-05-22 11:38:28,079 -- BPR fold [6] iter 107: loss = 330.4712, delta_loss = 5.7430444, learn_rate = 4.927391E-6
[DEBUG] 2018-05-22 11:38:28,093 -- BPR fold [3] iter 107: loss = 286.8833, delta_loss = -2.5396504, learn_rate = 9.5828385E-5
[DEBUG] 2018-05-22 11:38:28,220 -- BPR fold [9] iter 108: loss = 300.356, delta_loss = 6.2581124, learn_rate = 5.17376E-6
[DEBUG] 2018-05-22 11:38:28,274 -- BPR fold [2] iter 107: loss = 321.49426, delta_loss = 8.210637, learn_rate = 2.1729793E-5
[DEBUG] 2018-05-22 11:38:28,276 -- BPR fold [1] iter 108: loss = 370.03522, delta_loss = -8.4513035, learn_rate = 5.586611E-7
[DEBUG] 2018-05-22 11:38:28,304 -- BPR fold [8] iter 108: loss = 310.8779, delta_loss = 2.8391964, learn_rate = 1.2668052E-7
[DEBUG] 2018-05-22 11:38:28,339 -- BPR fold [4] iter 107: loss = 365.06274, delta_loss = 0.32396486, learn_rate = 5.745148E-8
[DEBUG] 2018-05-22 11:38:28,342 -- BPR fold [5] iter 107: loss = 282.31442, delta_loss = 0.5167171, learn_rate = 4.5632565E-5
[DEBUG] 2018-05-22 11:38:28,343 -- BPR fold [7] iter 109: loss = 315.6725, delta_loss = -0.95983154, learn_rate = 1.2318477E-6
[DEBUG] 2018-05-22 11:38:28,360 -- BPR fold [3] iter 108: loss = 287.19418, delta_loss = -0.31089094, learn_rate = 4.7914193E-5
[DEBUG] 2018-05-22 11:38:28,363 -- BPR fold [10] iter 106: loss = 369.97665, delta_loss = -7.559128, learn_rate = 5.067221E-7
[DEBUG] 2018-05-22 11:38:28,367 -- BPR fold [6] iter 108: loss = 334.3345, delta_loss = -3.863306, learn_rate = 5.17376E-6
[DEBUG] 2018-05-22 11:38:28,498 -- BPR fold [1] iter 109: loss = 367.68744, delta_loss = 2.3477948, learn_rate = 2.7933055E-7
[DEBUG] 2018-05-22 11:38:28,520 -- BPR fold [9] iter 109: loss = 299.73694, delta_loss = 0.619057, learn_rate = 5.4324482E-6
[DEBUG] 2018-05-22 11:38:28,539 -- BPR fold [2] iter 108: loss = 324.7485, delta_loss = -3.2542443, learn_rate = 2.2816283E-5
[DEBUG] 2018-05-22 11:38:28,587 -- BPR fold [10] iter 107: loss = 366.19388, delta_loss = 3.7827876, learn_rate = 2.5336104E-7
[DEBUG] 2018-05-22 11:38:28,602 -- BPR fold [8] iter 109: loss = 312.83282, delta_loss = -1.9549104, learn_rate = 1.3301454E-7
[DEBUG] 2018-05-22 11:38:28,608 -- BPR fold [3] iter 109: loss = 286.96075, delta_loss = 0.23342843, learn_rate = 2.3957096E-5
[DEBUG] 2018-05-22 11:38:28,635 -- BPR fold [7] iter 110: loss = 309.73132, delta_loss = 5.9411592, learn_rate = 6.1592385E-7
[DEBUG] 2018-05-22 11:38:28,642 -- BPR fold [5] iter 108: loss = 282.56885, delta_loss = -0.2544147, learn_rate = 4.7914193E-5
[DEBUG] 2018-05-22 11:38:28,666 -- BPR fold [6] iter 109: loss = 334.47958, delta_loss = -0.14509195, learn_rate = 2.58688E-6
[DEBUG] 2018-05-22 11:38:28,706 -- BPR fold [4] iter 108: loss = 367.51447, delta_loss = -2.4517145, learn_rate = 6.0324055E-8
[DEBUG] 2018-05-22 11:38:28,837 -- BPR fold [9] iter 110: loss = 303.9788, delta_loss = -4.241856, learn_rate = 5.7040706E-6
[DEBUG] 2018-05-22 11:38:28,849 -- BPR fold [1] iter 110: loss = 364.41568, delta_loss = 3.2717533, learn_rate = 2.9329706E-7
[DEBUG] 2018-05-22 11:38:28,855 -- BPR fold [2] iter 109: loss = 326.65662, delta_loss = -1.908132, learn_rate = 1.1408141E-5
[DEBUG] 2018-05-22 11:38:28,895 -- BPR fold [8] iter 110: loss = 313.83276, delta_loss = -0.99994725, learn_rate = 6.650727E-8
[DEBUG] 2018-05-22 11:38:28,901 -- BPR fold [5] iter 109: loss = 282.79688, delta_loss = -0.22803228, learn_rate = 2.3957096E-5
[DEBUG] 2018-05-22 11:38:28,902 -- BPR fold [3] iter 110: loss = 283.21396, delta_loss = 3.7468219, learn_rate = 2.5154952E-5
[DEBUG] 2018-05-22 11:38:28,913 -- BPR fold [7] iter 111: loss = 307.18265, delta_loss = 2.5486925, learn_rate = 6.4672E-7
[DEBUG] 2018-05-22 11:38:28,914 -- BPR fold [10] iter 108: loss = 366.39993, delta_loss = -0.2060656, learn_rate = 2.6602908E-7
[DEBUG] 2018-05-22 11:38:28,925 -- BPR fold [6] iter 110: loss = 331.83075, delta_loss = 2.6488163, learn_rate = 1.29344E-6
[DEBUG] 2018-05-22 11:38:28,944 -- BPR fold [4] iter 109: loss = 370.22302, delta_loss = -2.7085602, learn_rate = 3.0162028E-8
[DEBUG] 2018-05-22 11:38:29,031 -- BPR fold [9] iter 111: loss = 302.7049, delta_loss = 1.2739065, learn_rate = 2.8520353E-6
[DEBUG] 2018-05-22 11:38:29,050 -- BPR fold [1] iter 111: loss = 361.3909, delta_loss = 3.024791, learn_rate = 3.0796193E-7
[DEBUG] 2018-05-22 11:38:29,054 -- BPR fold [2] iter 110: loss = 327.17004, delta_loss = -0.5134076, learn_rate = 5.7040706E-6
[DEBUG] 2018-05-22 11:38:29,088 -- BPR fold [10] iter 109: loss = 364.84454, delta_loss = 1.5553951, learn_rate = 1.3301454E-7
[DEBUG] 2018-05-22 11:38:29,089 -- BPR fold [8] iter 111: loss = 308.70786, delta_loss = 5.1249027, learn_rate = 3.3253635E-8
[DEBUG] 2018-05-22 11:38:29,103 -- BPR fold [7] iter 112: loss = 310.30148, delta_loss = -3.1188283, learn_rate = 6.7905603E-7
[DEBUG] 2018-05-22 11:38:29,107 -- BPR fold [3] iter 111: loss = 287.5274, delta_loss = -4.3134637, learn_rate = 2.64127E-5
[DEBUG] 2018-05-22 11:38:29,112 -- BPR fold [5] iter 110: loss = 281.21268, delta_loss = 1.5841972, learn_rate = 1.1978548E-5
[DEBUG] 2018-05-22 11:38:29,116 -- BPR fold [6] iter 111: loss = 335.66016, delta_loss = -3.829384, learn_rate = 1.3581121E-6
[DEBUG] 2018-05-22 11:38:29,153 -- BPR fold [4] iter 110: loss = 366.55878, delta_loss = 3.664257, learn_rate = 1.5081014E-8
[DEBUG] 2018-05-22 11:38:29,248 -- BPR fold [9] iter 112: loss = 300.67264, delta_loss = 2.0322309, learn_rate = 2.994637E-6
[DEBUG] 2018-05-22 11:38:29,279 -- BPR fold [2] iter 111: loss = 328.5754, delta_loss = -1.4053631, learn_rate = 2.8520353E-6
[DEBUG] 2018-05-22 11:38:29,314 -- BPR fold [1] iter 112: loss = 375.99326, delta_loss = -14.60238, learn_rate = 3.2336E-7
[DEBUG] 2018-05-22 11:38:29,322 -- BPR fold [7] iter 113: loss = 312.15753, delta_loss = -1.8560636, learn_rate = 3.3952801E-7
[DEBUG] 2018-05-22 11:38:29,337 -- BPR fold [8] iter 112: loss = 312.42252, delta_loss = -3.714648, learn_rate = 3.491632E-8
[DEBUG] 2018-05-22 11:38:29,342 -- BPR fold [5] iter 111: loss = 281.0067, delta_loss = 0.20597124, learn_rate = 1.2577476E-5
[DEBUG] 2018-05-22 11:38:29,353 -- BPR fold [3] iter 112: loss = 285.18314, delta_loss = 2.3442812, learn_rate = 1.320635E-5
[DEBUG] 2018-05-22 11:38:29,356 -- BPR fold [10] iter 110: loss = 359.93164, delta_loss = 4.9129195, learn_rate = 1.3966527E-7
[DEBUG] 2018-05-22 11:38:29,418 -- BPR fold [6] iter 112: loss = 332.72714, delta_loss = 2.9329944, learn_rate = 6.7905603E-7
[DEBUG] 2018-05-22 11:38:29,446 -- BPR fold [4] iter 111: loss = 361.32224, delta_loss = 5.2365417, learn_rate = 1.5835065E-8
[DEBUG] 2018-05-22 11:38:29,494 -- BPR fold [9] iter 113: loss = 303.51758, delta_loss = -2.8449395, learn_rate = 3.144369E-6
[DEBUG] 2018-05-22 11:38:29,545 -- BPR fold [2] iter 112: loss = 327.49854, delta_loss = 1.0768758, learn_rate = 1.4260177E-6
[DEBUG] 2018-05-22 11:38:29,562 -- BPR fold [8] iter 113: loss = 311.00406, delta_loss = 1.418442, learn_rate = 1.745816E-8
[DEBUG] 2018-05-22 11:38:29,586 -- BPR fold [1] iter 113: loss = 363.77332, delta_loss = 12.219945, learn_rate = 1.6168E-7
[DEBUG] 2018-05-22 11:38:29,594 -- BPR fold [5] iter 112: loss = 283.89713, delta_loss = -2.8904266, learn_rate = 1.320635E-5
[DEBUG] 2018-05-22 11:38:29,599 -- BPR fold [7] iter 114: loss = 308.77313, delta_loss = 3.3844037, learn_rate = 1.6976401E-7
[DEBUG] 2018-05-22 11:38:29,604 -- BPR fold [10] iter 111: loss = 366.21155, delta_loss = -6.27993, learn_rate = 1.4664853E-7
[DEBUG] 2018-05-22 11:38:29,620 -- BPR fold [6] iter 113: loss = 340.1096, delta_loss = -7.3824434, learn_rate = 7.1300883E-7
[DEBUG] 2018-05-22 11:38:29,621 -- BPR fold [3] iter 113: loss = 288.02158, delta_loss = -2.8384407, learn_rate = 1.3866667E-5
[DEBUG] 2018-05-22 11:38:29,665 -- BPR fold [4] iter 112: loss = 363.62027, delta_loss = -2.298039, learn_rate = 1.6626817E-8
[DEBUG] 2018-05-22 11:38:29,719 -- BPR fold [9] iter 114: loss = 301.51932, delta_loss = 1.9982812, learn_rate = 1.5721845E-6
[DEBUG] 2018-05-22 11:38:29,770 -- BPR fold [2] iter 113: loss = 323.82983, delta_loss = 3.6686916, learn_rate = 1.4973185E-6
[DEBUG] 2018-05-22 11:38:29,804 -- BPR fold [5] iter 113: loss = 283.26584, delta_loss = 0.6313028, learn_rate = 6.603175E-6
[DEBUG] 2018-05-22 11:38:29,807 -- BPR fold [9] iter 115: loss = 300.40485, delta_loss = 1.114461, learn_rate = 1.6507937E-6
[DEBUG] 2018-05-22 11:38:29,845 -- BPR fold [1] iter 114: loss = 371.6823, delta_loss = -7.908985, learn_rate = 1.6976401E-7
[DEBUG] 2018-05-22 11:38:29,860 -- BPR fold [3] iter 114: loss = 288.97144, delta_loss = -0.9498603, learn_rate = 6.9333337E-6
[DEBUG] 2018-05-22 11:38:29,894 -- BPR fold [7] iter 115: loss = 312.7374, delta_loss = -3.9642718, learn_rate = 1.7825221E-7
[DEBUG] 2018-05-22 11:38:29,896 -- BPR fold [8] iter 114: loss = 311.07074, delta_loss = -0.066687666, learn_rate = 1.8331066E-8
[DEBUG] 2018-05-22 11:38:29,952 -- BPR fold [4] iter 113: loss = 364.15213, delta_loss = -0.53186244, learn_rate = 8.313409E-9
[DEBUG] 2018-05-22 11:38:29,970 -- BPR fold [6] iter 114: loss = 333.22867, delta_loss = 6.880924, learn_rate = 3.5650442E-7
[DEBUG] 2018-05-22 11:38:29,982 -- BPR fold [10] iter 112: loss = 361.7277, delta_loss = 4.483874, learn_rate = 7.3324266E-8
[DEBUG] 2018-05-22 11:38:30,017 -- BPR fold [2] iter 114: loss = 332.58337, delta_loss = -8.753534, learn_rate = 1.5721845E-6
[DEBUG] 2018-05-22 11:38:30,027 -- BPR fold [9] iter 116: loss = 302.26492, delta_loss = -1.8600783, learn_rate = 1.7333334E-6
[DEBUG] 2018-05-22 11:38:30,060 -- BPR fold [5] iter 114: loss = 283.08777, delta_loss = 0.17805782, learn_rate = 6.9333337E-6
[DEBUG] 2018-05-22 11:38:30,076 -- BPR fold [7] iter 116: loss = 307.60175, delta_loss = 5.135658, learn_rate = 8.9126104E-8
[DEBUG] 2018-05-22 11:38:30,082 -- BPR fold [3] iter 115: loss = 280.87454, delta_loss = 8.096902, learn_rate = 3.4666668E-6
[DEBUG] 2018-05-22 11:38:30,090 -- BPR fold [1] iter 115: loss = 368.41663, delta_loss = 3.2656925, learn_rate = 8.4882004E-8
[DEBUG] 2018-05-22 11:38:30,096 -- BPR fold [8] iter 115: loss = 310.40012, delta_loss = 0.67064327, learn_rate = 9.165533E-9
[DEBUG] 2018-05-22 11:38:30,134 -- BPR fold [6] iter 115: loss = 333.84915, delta_loss = -0.62048966, learn_rate = 3.7432963E-7
[DEBUG] 2018-05-22 11:38:30,144 -- BPR fold [4] iter 114: loss = 367.85516, delta_loss = -3.7030392, learn_rate = 4.1567043E-9
[DEBUG] 2018-05-22 11:38:30,190 -- BPR fold [10] iter 113: loss = 366.96304, delta_loss = -5.235351, learn_rate = 7.699048E-8
[DEBUG] 2018-05-22 11:38:30,217 -- BPR fold [2] iter 115: loss = 323.40952, delta_loss = 9.1738615, learn_rate = 7.8609224E-7
[DEBUG] 2018-05-22 11:38:30,251 -- BPR fold [9] iter 117: loss = 302.6751, delta_loss = -0.41018918, learn_rate = 8.666667E-7
[DEBUG] 2018-05-22 11:38:30,273 -- BPR fold [5] iter 115: loss = 279.9829, delta_loss = 3.1048594, learn_rate = 7.2800003E-6
[DEBUG] 2018-05-22 11:38:30,299 -- BPR fold [3] iter 116: loss = 288.6219, delta_loss = -7.747375, learn_rate = 3.6400002E-6
[DEBUG] 2018-05-22 11:38:30,303 -- BPR fold [1] iter 116: loss = 366.30072, delta_loss = 2.1158874, learn_rate = 8.9126104E-8
[DEBUG] 2018-05-22 11:38:30,334 -- BPR fold [7] iter 117: loss = 309.05264, delta_loss = -1.4508874, learn_rate = 9.358241E-8
[DEBUG] 2018-05-22 11:38:30,337 -- BPR fold [8] iter 116: loss = 314.3529, delta_loss = -3.9527862, learn_rate = 9.62381E-9
[DEBUG] 2018-05-22 11:38:30,422 -- BPR fold [4] iter 115: loss = 367.2452, delta_loss = 0.6099587, learn_rate = 2.0783522E-9
[DEBUG] 2018-05-22 11:38:30,434 -- BPR fold [6] iter 116: loss = 340.46082, delta_loss = -6.6116533, learn_rate = 1.8716482E-7
[DEBUG] 2018-05-22 11:38:30,478 -- BPR fold [10] iter 114: loss = 357.3996, delta_loss = 9.563427, learn_rate = 3.849524E-8
[DEBUG] 2018-05-22 11:38:30,493 -- BPR fold [2] iter 116: loss = 324.08597, delta_loss = -0.676465, learn_rate = 8.2539685E-7
[DEBUG] 2018-05-22 11:38:30,522 -- BPR fold [9] iter 118: loss = 302.85544, delta_loss = -0.18031462, learn_rate = 4.3333335E-7
[DEBUG] 2018-05-22 11:38:30,541 -- BPR fold [1] iter 117: loss = 368.5075, delta_loss = -2.2067924, learn_rate = 9.358241E-8
[DEBUG] 2018-05-22 11:38:30,543 -- BPR fold [3] iter 117: loss = 288.3583, delta_loss = 0.26360565, learn_rate = 1.8200001E-6
[DEBUG] 2018-05-22 11:38:30,557 -- BPR fold [5] iter 116: loss = 282.2677, delta_loss = -2.2847745, learn_rate = 7.644E-6
[DEBUG] 2018-05-22 11:38:30,557 -- BPR fold [7] iter 118: loss = 306.14597, delta_loss = 2.906683, learn_rate = 4.6791204E-8
[DEBUG] 2018-05-22 11:38:30,589 -- BPR fold [8] iter 117: loss = 308.0805, delta_loss = 6.27238, learn_rate = 4.811905E-9
[DEBUG] 2018-05-22 11:38:30,630 -- BPR fold [4] iter 116: loss = 362.60565, delta_loss = 4.639542, learn_rate = 2.18227E-9
[DEBUG] 2018-05-22 11:38:30,661 -- BPR fold [6] iter 117: loss = 335.41318, delta_loss = 5.0476403, learn_rate = 9.358241E-8
[DEBUG] 2018-05-22 11:38:30,693 -- BPR fold [10] iter 115: loss = 361.98178, delta_loss = -4.5821657, learn_rate = 4.042E-8
[DEBUG] 2018-05-22 11:38:30,694 -- BPR fold [2] iter 117: loss = 326.2629, delta_loss = -2.1769514, learn_rate = 4.1269843E-7
[DEBUG] 2018-05-22 11:38:30,746 -- BPR fold [9] iter 119: loss = 306.4925, delta_loss = -3.6370516, learn_rate = 2.1666668E-7
[DEBUG] 2018-05-22 11:38:30,760 -- BPR fold [1] iter 118: loss = 366.1871, delta_loss = 2.3204277, learn_rate = 4.6791204E-8
[DEBUG] 2018-05-22 11:38:30,772 -- BPR fold [3] iter 118: loss = 286.8345, delta_loss = 1.5238037, learn_rate = 1.911E-6
[DEBUG] 2018-05-22 11:38:30,775 -- BPR fold [5] iter 117: loss = 279.47308, delta_loss = 2.7946124, learn_rate = 3.822E-6
[DEBUG] 2018-05-22 11:38:30,806 -- BPR fold [7] iter 119: loss = 309.24994, delta_loss = -3.103979, learn_rate = 4.9130765E-8
[DEBUG] 2018-05-22 11:38:30,837 -- BPR fold [8] iter 118: loss = 309.78836, delta_loss = -1.7078364, learn_rate = 5.0525E-9
[DEBUG] 2018-05-22 11:38:30,876 -- BPR fold [4] iter 117: loss = 360.78552, delta_loss = 1.8201419, learn_rate = 2.2913833E-9
[DEBUG] 2018-05-22 11:38:30,881 -- BPR fold [6] iter 118: loss = 336.16815, delta_loss = -0.7549637, learn_rate = 9.826153E-8
[DEBUG] 2018-05-22 11:38:30,928 -- BPR fold [10] iter 116: loss = 370.1561, delta_loss = -8.17432, learn_rate = 2.021E-8
[DEBUG] 2018-05-22 11:38:30,936 -- BPR fold [2] iter 118: loss = 327.4987, delta_loss = -1.2357548, learn_rate = 2.0634921E-7
[DEBUG] 2018-05-22 11:38:30,960 -- BPR fold [9] iter 120: loss = 304.71683, delta_loss = 1.7756642, learn_rate = 1.0833334E-7
[DEBUG] 2018-05-22 11:38:31,015 -- BPR fold [1] iter 119: loss = 364.91635, delta_loss = 1.2707254, learn_rate = 4.9130765E-8
[DEBUG] 2018-05-22 11:38:31,016 -- BPR fold [5] iter 118: loss = 279.72702, delta_loss = -0.25395173, learn_rate = 4.0131E-6
[DEBUG] 2018-05-22 11:38:31,029 -- BPR fold [3] iter 119: loss = 284.5583, delta_loss = 2.2761962, learn_rate = 2.00655E-6
[DEBUG] 2018-05-22 11:38:31,062 -- BPR fold [7] iter 120: loss = 306.9058, delta_loss = 2.3441367, learn_rate = 2.4565383E-8
[DEBUG] 2018-05-22 11:38:31,070 -- BPR fold [8] iter 119: loss = 311.4285, delta_loss = -1.6401519, learn_rate = 2.52625E-9
[DEBUG] 2018-05-22 11:38:31,145 -- BPR fold [4] iter 118: loss = 366.8125, delta_loss = -6.0269856, learn_rate = 2.4059525E-9
[DEBUG] 2018-05-22 11:38:31,177 -- BPR fold [6] iter 119: loss = 338.11798, delta_loss = -1.9498259, learn_rate = 4.9130765E-8
[DEBUG] 2018-05-22 11:38:31,248 -- BPR fold [10] iter 117: loss = 364.97742, delta_loss = 5.1786838, learn_rate = 1.0105E-8
[DEBUG] 2018-05-22 11:38:31,265 -- BPR fold [2] iter 119: loss = 329.1803, delta_loss = -1.6816249, learn_rate = 1.0317461E-7
[DEBUG] 2018-05-22 11:38:31,307 -- BPR fold [9] iter 121: loss = 299.46268, delta_loss = 5.2541265, learn_rate = 1.13750005E-7
