USERID,OBJID,RATING,REGION
mMl1zXOLGJeqZEYPJhspRw,FWxU3Ji7-K66zQqRPLyemw,3,4
zPmSHgYVv3-izp6wIQ8ylA,kQVr4jgxgPspXA9oWO5gtw,1,4
48VpixVaQcPFw2w6UPHWww,U2m1WfXenwHrYxNSafBUOQ,3,4
wOGfOjBaP-lCS1NW_En2LQ,JRoJwJkO-VtBFngswsIhgw,3,2
8zRJrtAxuI2L4Xeq4QxD2g,TTEzgDKVBJYm1oHIlCMCEQ,5,2
OMjqheLCafymV1f19n427g,pAY97dUh6vNRGSS9-UpRNw,3,3
Q9mA60HnY87C1TW5kjAZ6Q,V0ZBqwBGsYuihpUbju_IQg,5,4
t2O6rs4fZeY9o6ZY52RyJA,grZEbAsZwWA3yJMwDRl0Nw,5,4
EC5TGpxONfz4IZIjML0DpQ,HeD3lqTuToEzd9RYHfAHXg,4,4
2Zzb-DoLenLpbt9pXhTQIg,NYf9TKBKPpa1wkA_uwIlfg,5,1
H_-K6erSJYtzg3ZEvOg3EQ,_bbIPnxdLQDg9HBo9A9csQ,4,1
RMOJLdLHdFai_ksWCMDOoA,st31J407tIt-gJJ1UcDNCA,3,0
I1ym9JjScw9ydMmqgTPpew,zFqd25aj8xndERtdXyUWOQ,5,2
RMOJLdLHdFai_ksWCMDOoA,5Iin0tl6QJT_TyL1BldtyA,4,0
iTxPwAK3uqAIg1YtB2nFKw,6We2O5X62J_gduXU7jvf8w,3,2
SUnyBS7HB3Nv_C78ygbpnQ,H7rpWv02D6WTu6IpNNDkWw,4,4
Xoqo8B_5bZ_JvmSXt644Uw,HroRqAmZWXywHNUCRsaQeg,4,4
Y8akYgxl9PkE5LsZxwqRfg,r6LQthegYp4q2wx7vz5-5A,5,2
kVbx7_6D5MmUJTEaKeiNkQ,BPc89yg3OecRkHcgukKeAg,2,1
9lKCs1d4AE5eOmtIpuviAA,zbqxQ71SKSXFYyK7EVsNqA,5,2
AdRvifV3wzgvrP9EokXXUA,8R_oemw4rNjJL6sd40O_oQ,4,2
Hqz_L-q1Ax34ihdSMIyB4A,VSy3WK0pRM_r4qgEtkj8Og,3,2
QJI9OSEn6ujRCtrX06vs1w,AUHtMlJ04pzmB9X_fn0Vtg,3,2
X2uF3C3YBD24xcgKA104Sw,Bz7XjJzwXURR-llBhA40Mg,3,0
R1PCyy2n0NLWr1NlTz4fmQ,V9DPZmn2irq3hC-X4vxaBg,4,4
X2uF3C3YBD24xcgKA104Sw,H0IE2OnPSLQSxs3atGEIbw,1,0
Cy1PV2TdYeDFA16mUOlr3Q,FqNXqRSm2-VQc3c32abIsQ,4,0
y3FcL4bLy0eLlkb0SDPnBQ,_-jydOHIsqFMdpHY916ZcA,4,2
rXKjMIo0jVFmUfaqCqDs0Q,Vs4r5pjEwlgt9lUr_6jiGQ,4,4
nyx1upP2fuHrcmAAC9jd5w,as_fyujgsdwtV56n31z-Sw,5,1
EApzjWbLY-s0VKh5BwcR6Q,mMwBFBOKGJedbV1XWYNSXg,3,4
trV3UzJZi2vUSMVrHaDIFg,w_UCGMgok7N9p0XdYBx1VQ,3,1
-gQm-IoK2_BMEMx9OgtQnw,p4JsD_Ya0NRXNdnhbVBs0A,3,2
